ACCT_MODULE_VERSION,FILE_GROUP,ESTIMATED_FAMILY_MODULE,ESTIMATED_FAMILY_SPEND_RANGE,SRC_ROW_CNT,FAMILY_ID,FAMILY_ID_REGION,SV_ROOT_ACCOUNT,CSG_ACCOUNT,BILLING_ZIP_MAX,ATHENA_SEGMENTS,ATHENA_LEGAL_NAME1,SV_BUSN_NAME_MAX,CSG_BUSN_NAME_MAX,FAMILY_SPEND_EST_FOR_EVAL,ATHENA_FAMILY_TELCO_SPEND,CSG_AND_SV_TOTAL_MRC,TOTAL_LOC_CNT,SV_SITE_CNT,CSG_SITE_CNT,SV_EXCL_IND_CNT,CSG_EXCL_IND_CNT,SFDC_NAT_IND_CNT,SFDC_NAT_SP_IND_CNT,COAX_GREENISH_CNT,FIBER_GREENISH_CNT,COAX_YELLOW_CNT,FIBER_YELLOW_CNT,SV_ROOT_ACCOUNT_CNT,SV_ACCOUNT_CNT,SV_AAN_CNT,CSG_WD_SITE_CNT,CSG_ACCOUNT_CNT,SV_WD_SITE_CNT,CSG_REGIONS_CNT,SV_METROE_IND,SV_AV_IND,CSG_VOICE_IND,CSG_DATA_IND,CSG_VIDEO_IND,CSG_WIFIPRO_IND,CSG_CONNPRO_IND,CSG_TW_IND,CSG_TOTAL_MRC,SV_TOTAL_MRC,CSG_VOICE_MRC,CSG_DATA_MRC,CSG_VIDEO_MRC,CSG_CONNPRO_MRC,CSG_WIFIPRO_MRC,CSG_SECEDGE_MRC,SV_MRC_METROE,SV_MRC_AV_TOTAL,SV_MRCsubset_AV_PRI,SV_MRCsubset_AV_SIP,SV_MRCsubset_AV_BVE,ATHENA_EST_EMP_CNT,CSG_TENURE_MNTHS,HBB_IND,HSPY_IND,NAT_IND,GOV_IND,AGGR_IND,MES_IND,EDU_IND,CAR_IND,TWKR_IND,CBH_IND,PARENT_ID_MAX,SFDC_ACCOUNT_MAX,AM_MODULE_MAX,OWNER_ID_MAX,CAGE_NUMBER_MAX
IN PREVIOUS,CSG,AM1,750 TO 1000,1,91117,HOUSTON,NULL,8777701540430482,77477,SMB:1  MID:0  NAT:0  UNKN:0,DENMARK MANUFACTURING INC,NULL,"INC,DENMARK MANUFACTURING",793.50,793.50,608.20,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,608.200,0.000000,93.30,514.90,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,15,15,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001mfrP9QAI,NULL,00512000006LgVwAAK,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,347454,MOUNTAIN WEST,NULL,8497950360479660,87402,SMB:1  MID:0  NAT:0  UNKN:0,ANIMAS CROSSFIT,NULL,"ANIMAS CROSS FIT,CO",112.17,112.17,29.95,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,29.950,0.000000,0.00,29.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,3,72,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001tDNhgQAG,NULL,0051H000008rCHsQAM,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,119124,MOUNTAIN WEST,NULL,8497101002948668,80301,SMB:1  MID:0  NAT:0  UNKN:0,HB WOODSONGS,NULL,"WOODSONGS,HB B",203.30,0.00,203.30,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,203.300,0.000000,103.35,99.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,7,81,0,0,0,0,0,0,0,0,0,0,NULL,001A0000011rB1UIAU,NULL,005A0000003QBk4IAG,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,379686,HOUSTON,NULL,8777701550742461,77498,SMB:1  MID:0  NAT:0  UNKN:0,CROWN GARDEN AT IMPERIAL,NULL,"GARDEN AT IMPERIAL,CROWN",212.08,212.08,153.30,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,153.300,0.000000,38.40,114.90,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,19,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001dCrZ0QAK,NULL,005A0000004zKg3IAE,NULL
IN PREVIOUS,CSG,AM1,1000 TO 2000,2,512518,CALIFORNIA,NULL,8155600451161361,95678,SMB:2  MID:0  NAT:0  UNKN:0,PINNACLE AT GALLERIA,NULL,"GALLERIA,PINNACLE AT",1959.34,1959.34,690.50,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,2,0,1,0,0,1,2,1,0,0,0,690.500,0.000000,437.70,158.35,94.45,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,14,93,0,0,0,0,0,0,0,0,0,0,NULL,001A000000uxP8RIAU,California AM 1,00512000006vQvvAAE,CA AM 1 Group 14
IN PREVIOUS,CSG,CENTER,100 TO 200,1,616168,PORTLAND,NULL,8778105111186235,97132,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"DENTAL,RIVER STREET",148.35,NULL,148.35,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,148.350,0.000000,0.00,148.35,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,11,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001tNkgIQAS,NULL,005A0000002Dy4jIAC,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,164648,CALIFORNIA,NULL,8155600670835324,95205,SMB:1  MID:0  NAT:0  UNKN:0,GENOVA BAKERY,NULL,"BAKERY,GENOVA",387.58,387.58,244.70,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,244.700,0.000000,98.30,109.90,36.50,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,18,150,0,0,0,0,0,0,0,0,0,0,NULL,001A000000n2w99IAA,NULL,005A00000015poDIAQ,NULL
IN PREVIOUS,CSG,AM1,1000 TO 2000,1,465378,CALIFORNIA,NULL,8155400501490245,94703,SMB:1  MID:0  NAT:0  UNKN:0,INTERNATIONAL CONTACT INC,NULL,"CONTACT,INTERNATIONAL",1126.25,1126.25,243.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,243.350,0.000000,0.00,243.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,12,50,0,0,0,0,0,0,0,0,0,0,NULL,0011200001GTDeBAAX,NULL,005A0000002DxzSIAS,NULL
IN PREVIOUS,SV&CSG,AM1,1000 TO 2000,1,11680,CALIFORNIA,906446148,8155600741979416,95356,SMB:1  MID:0  NAT:0  UNKN:0,STEP ASIDE EXTERMINATORS INC,"Step Aside Pest Management, Inc.","PEST MANAGEMENT,STEP ASIDE",1005.50,721.17,1005.50,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,471.550,533.950000,138.30,219.90,113.35,0.00,0.00,0.00,0.000000,533.950000,508.950000,0.000000,0.000000,13,58,0,0,0,0,0,0,0,0,0,0,NULL,0011200001ETNZkAAP,California AM 1,0051H00000BOn9GQAT,CA AM 1 Group 11
IN PREVIOUS,SV&CSG,EAM,4000+,2,1168,CALIFORNIA,903895706,8155300340701481,95401,SMB:0  MID:2  NAT:0  UNKN:0,ADOBE ASSOCIATES INC,Adobe Associates Inc,"INC,ADOBE ASSOCIATES",7940.84,7940.84,1174.05,2,1,2,0,0,0,0,0,2,2,0,1,1,1,2,2,1,1,0,1,1,2,1,0,0,0,660.100,513.950000,0.00,551.70,108.40,0.00,0.00,0.00,0.000000,513.950000,508.950000,0.000000,0.000000,68,150,0,0,0,0,0,0,0,0,0,0,NULL,001A000000v8PnZIAU,NULL,005A0000002soEvIAI,NULL
CURRENT,CSG,CENTER,100 OR LESS,1,531002,MOUNTAIN WEST,NULL,8497404861191440,80033,SMB:1  MID:0  NAT:0  UNKN:0,BODY WORKS CUSTOM PAINTING,NULL,"PAINTING,BODY WORKS CUSTOM",83.35,0.00,83.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,83.350,0.000000,43.84,39.51,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,1,6,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001zR4E4QAK,NULL,0051H000009U09HQAS,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,1,363393,HOUSTON,NULL,8777701550353442,77478,SMB:1  MID:0  NAT:0  UNKN:0,COMPOUNDING CORNER PHRM INC,NULL,"CORNER PHARM,COMPOUNDING",427.08,427.08,83.40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,83.400,0.000000,0.00,83.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,7,122,0,0,0,0,0,0,0,0,0,0,NULL,001A000000makT2IAI,NULL,005A00000015poDIAQ,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,439371,CALIFORNIA,NULL,8155400181092956,94551,SMB:1  MID:0  NAT:0  UNKN:0,CHAMPLIN PAINTING INC,NULL,"PAINTING INC,CHAMPLIN",331.40,126.00,331.40,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,331.400,0.000000,118.25,129.95,83.20,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,4,44,0,0,0,0,0,0,0,0,0,0,NULL,0011200001HzShvAAF,NULL,005A0000002F2KqIAK,NULL
IN PREVIOUS,CSG,CENTER,250 TO 300,1,116800,SEATTLE,NULL,8498390016250901,99202,SMB:1  MID:0  NAT:0  UNKN:0,BURLINGAME STEEL INC,NULL,"STEEL,BURLINGAME",258.65,210.17,258.65,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,258.650,0.000000,113.30,109.95,35.40,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,10,39,0,0,0,0,0,0,0,0,0,0,NULL,0011200001KGH0fAAH,NULL,005A0000002EVTmIAO,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,299978,SEATTLE,NULL,8498300020751372,98229,SMB:1  MID:0  NAT:0  UNKN:0,SO WHATCOM FIRE AUTHORITY,NULL,"FIRE AUTHORITY,SO WHATCOM",327.92,327.92,123.30,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,123.300,0.000000,43.40,79.90,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,107,0,0,0,0,0,0,0,0,0,0,NULL,001A000000maPFrIAM,NULL,005A00000015poDIAQ,NULL
IN PREVIOUS,CSG,AM1,1000 TO 2000,1,446937,MOUNTAIN WEST,NULL,8497101401183479,80020,SMB:1  MID:0  NAT:0  UNKN:0,D B FINANCIAL GROUP,NULL,"FINANCIALGROU,DB",1596.25,1596.25,239.55,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,239.550,0.000000,38.40,114.90,86.25,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,10,17,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001d1yS0QAI,Mountain West AM 1,00512000005kNMlAAM,MW AM 1 Group CO2
IN PREVIOUS,CSG,EXCLD,100 OR LESS,1,148842,SEATTLE,NULL,8498350220587068,98390,SMB:1  MID:0  NAT:0  UNKN:0,EMPHASIS TECHNOGRAPHY,NULL,"HNOGRA LTD,EMPHASIS TEC",0.00,0.00,0.00,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,44,0,0,0,0,0,0,0,0,0,0,NULL,0011200001JwibuAAB,NULL,005A0000003QnbyIAC,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,480864,MOUNTAIN WEST,NULL,8495441010487404,84060,SMB:1  MID:0  NAT:0  UNKN:0,ESCAPE ROOM PARK CITY,NULL,"PARK CITY,ESCAPE ROOM",152.50,152.50,29.95,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,29.950,0.000000,0.00,29.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,6,53,0,0,0,0,0,0,0,0,0,0,NULL,0011200001GAcG8AAL,NULL,00512000005ifyZAAQ,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,254880,MOUNTAIN WEST,NULL,8497202461684636,80231,SMB:1  MID:0  NAT:0  UNKN:0,OLD NATION MOTORS,NULL,"MOTORS,OLD NATION",178.25,178.25,83.40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,83.400,0.000000,0.00,83.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,25,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001Q6hlaQAB,NULL,00512000007FWUlAAO,NULL
CURRENT,SV&CSG,AM1,750 TO 1000,2,25488,CALIFORNIA,962199309,8155400540412366,94702,SMB:1  MID:0  NAT:0  UNKN:1,EL CERRITO GLASS,EL CERRITO GLASS COMPANY - L-6191152,"COMPANY,EL CERRITO GLASS",873.10,494.17,873.10,2,2,2,0,0,0,0,1,2,2,2,1,2,2,2,2,2,1,0,2,2,2,2,1,2,0,625.650,247.450000,106.80,374.60,144.25,79.90,0.00,0.00,0.000000,247.450000,0.000000,0.000000,0.000000,10,69,0,0,0,0,0,0,0,0,0,0,NULL,001A0000016quRIIAY,NULL,005A0000002uPn6IAE,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,528116,CALIFORNIA,NULL,8155100515284234,95126,SMB:0  MID:0  NAT:0  UNKN:1,HITCHCOCKS GARDEN & TOOL SUP,NULL,"GARDEN TOOL,HITCHCOCKS",218.20,NULL,218.20,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,218.200,0.000000,128.25,89.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,25,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001Q43cMQAR,NULL,0051H000007w6fWQAQ,NULL
IN PREVIOUS,CSG,EXCLD,100 OR LESS,1,251789,MOUNTAIN WEST,NULL,8497101003299962,80305,SMB:1  MID:0  NAT:0  UNKN:0,MELODY OLSON GOOGLE,NULL,"GOOGLE,MELODY OLSON",0.00,0.00,0.00,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,50,0,0,0,0,0,0,0,0,0,0,NULL,0011200001H4r44AAB,NULL,005A0000003QnbyIAC,NULL
CURRENT,CSG,CENTER,100 TO 200,1,551507,CALIFORNIA,NULL,8155300040395402,94939,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"MADE HOME LLC,WELL",181.30,NULL,181.30,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,181.300,0.000000,61.25,97.05,23.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,6,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001yjj5kQAA,NULL,0051H000009QzHTQA0,NULL
IN PREVIOUS,CSG,EAM,4000+,1,471035,MOUNTAIN WEST,NULL,8497202461615069,80112,SMB:0  MID:1  NAT:0  UNKN:0,MAYO AVIATION INC,NULL,"AVIATION,MAYO",7529.08,7529.08,128.40,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,128.400,0.000000,0.00,128.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,85,35,0,0,0,0,0,0,0,0,0,0,NULL,0011200001LrQWwAAN,Mountain West AM 2,00512000007vr2XAAQ,MW AM2  Group CO4
IN PREVIOUS,CSG,CENTER,100 TO 200,1,455599,MOUNTAIN WEST,NULL,8497303264160855,80218,SMB:1  MID:0  NAT:0  UNKN:0,COUNSEL FOR CHILDREN,NULL,"COUNSEL CHILDREN,NAT ASSOC",130.58,130.58,28.45,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,28.450,0.000000,18.45,10.00,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,3,25,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001PVpdWQAT,NULL,00512000005jkJxAAI,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,268545,MOUNTAIN WEST,NULL,8495840011060575,85718,SMB:1  MID:0  NAT:0  UNKN:0,FIRE//ELE ST PHILIPS PLAZA,NULL,"ST PHILIPS PLAZA,FIRE\ELE",322.00,322.00,78.40,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,78.400,0.000000,78.40,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,114,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,218933,MOUNTAIN WEST,NULL,8495440810307689,84037,SMB:1  MID:0  NAT:0  UNKN:0,KAYSVILLE BIBLE CHURCH,NULL,"CHURCH,KAYSVILLE BIBLE",109.95,91.17,109.95,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,109.950,0.000000,0.00,109.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,1,54,0,0,0,0,0,0,0,0,0,0,NULL,0011200001FOaf6AAD,NULL,005A0000004OSu5IAG,NULL
IN PREVIOUS,SV&CSG,EXCLD,4000+,9,6625,FREEDOM,935505119,8993211170096833,75068,SMB:5  MID:4  NAT:0  UNKN:0,FRONTLINE TECHNOLOGIES INC,Frontline Technologies,UNKNOWN,4418.76,4418.76,1575.55,9,9,3,5,0,0,0,6,8,9,9,2,5,3,0,3,2,3,6,3,3,0,0,0,0,0,0.000,5605.520000,0.00,0.00,0.00,0.00,0.00,0.00,1375.000000,200.550000,0.000000,0.000000,0.000000,105,52,0,0,0,0,0,0,5,0,0,0,NULL,001A0000011Fow4IAC,EAM - GBR,005A0000003S8TdIAK,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,66250,PORTLAND,NULL,8778102242091046,97225,SMB:1  MID:0  NAT:0  UNKN:0,TALEN PIZZA INC,NULL,"PIZZA INC,TALEN",128.35,109.83,128.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,128.350,0.000000,0.00,128.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,85,0,0,0,0,0,0,0,0,0,0,NULL,001A000000zUjfWIAS,NULL,005A0000002SNsmIAG,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,2,467364,HOUSTON,NULL,8777703174436777,77008,SMB:2  MID:0  NAT:0  UNKN:0,TOMMIE VAUGHN FORD,NULL,"VAUGHN,TOMMIE",427.45,242.00,427.45,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,2,0,1,0,0,2,0,2,0,0,0,427.450,0.000000,0.00,0.00,427.45,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,4,79,0,0,0,0,0,0,0,0,0,0,NULL,001A000000yVZl7IAG,NULL,005A0000002EVRnIAO,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,1,121315,PORTLAND,NULL,8778102001070512,97222,SMB:1  MID:0  NAT:0  UNKN:0,WINTER PEAR CONTROL COMMITTEE,NULL,"CO,PEAR BUREAU NORTHWEST",434.17,434.17,183.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,183.350,0.000000,0.00,183.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,7,75,0,0,0,0,0,0,0,0,0,0,NULL,001A0000014zf6MIAQ,NULL,005A0000003QzIyIAK,NULL
IN PREVIOUS,CSG,CENTER,250 TO 300,1,169712,CALIFORNIA,NULL,8155400450380868,94564,SMB:1  MID:0  NAT:0  UNKN:0,HER365 FITNESS,NULL,"FITNESS,HER365",276.25,116.00,276.25,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,276.250,0.000000,54.57,138.73,62.95,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,27,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001l5NWzQAM,NULL,0051H000008pvUWQAY,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,382202,TWIN CITIES,NULL,8772105150496848,55449,SMB:1  MID:0  NAT:0  UNKN:0,OAK PARK COMMUNITY CHURCH INC,NULL,"CHURCH,OAK PARK COMMUNITY",203.35,111.42,203.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,203.350,0.000000,113.66,89.69,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,3,91,0,0,0,0,0,0,0,0,0,0,NULL,0011H000024uQHlQAM,NULL,0051H00000BNumlQAD,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,80192,CALIFORNIA,NULL,8155300420251506,95472,SMB:1  MID:0  NAT:0  UNKN:0,GST INTERNATIONAL LLC,NULL,"INTERNATIONAL,GST",224.42,224.42,221.30,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,221.300,0.000000,98.35,99.95,23.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,3,42,0,0,0,0,0,0,0,0,0,0,NULL,0011200001L4ig2AAB,NULL,00512000006RxedAAC,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,1,198101,CALIFORNIA,NULL,8155200511079057,94122,SMB:1  MID:0  NAT:0  UNKN:0,THANH LONG,NULL,"RESTAURANT,THANH LONG",499.00,499.00,29.95,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,29.950,0.000000,0.00,29.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,25,172,0,0,0,0,0,0,0,0,0,0,NULL,001A000000n3PkfIAE,NULL,005A00000015poDIAQ,NULL
IN PREVIOUS,SV&CSG,EXCLD,1000 TO 2000,3,15883,SEATTLE,939801444,8498320030655611,98101,SMB:3  MID:0  NAT:0  UNKN:0,TANENBAUM KEALE LLP,Tanenbaum Keale LLP,"KEALE,TANENBAUM",1420.00,661.66,1420.00,3,2,1,0,0,0,1,2,1,3,3,1,1,0,1,1,1,1,2,0,0,1,0,0,0,0,0.000,1420.000000,0.00,0.00,0.00,0.00,0.00,0.00,1420.000000,0.000000,0.000000,0.000000,0.000000,11,29,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001OHoDtQAL,NULL,00512000006SFvSAAW,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,309864,CALIFORNIA,NULL,8155200361324900,NULL,SMB:1  MID:0  NAT:0  UNKN:0,WASHAM INSURANCE,NULL,"INSURANCE,WASHAM",330.83,330.83,128.40,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,128.400,0.000000,0.00,128.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,32,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001NP5RaQAL,NULL,005A0000002UukpIAC,NULL
CURRENT,CSG,EXCLD,100 OR LESS,1,606534,HOUSTON,NULL,8777703177306290,77041,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"SPECIALTIES,SILICONE",0.00,0.00,0.00,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,3,0,0,0,0,0,0,0,0,0,0,NULL,0011H000024rr4bQAA,NULL,0051H00000ARk0HQAT,NULL
IN PREVIOUS,SV&CSG,AM1,1000 TO 2000,1,11745,TWIN CITIES,903996641,8772105270296029,55112,SMB:1  MID:0  NAT:0  UNKN:0,F M TRUCKING INC,FM Trucking,"FM TRUCKING,*",1255.75,1255.75,662.30,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,148.350,513.950000,0.00,148.35,0.00,0.00,0.00,0.00,0.000000,513.950000,508.950000,0.000000,0.000000,25,91,0,0,0,0,0,0,0,0,0,0,NULL,001A000000wMYTnIAO,NULL,005A0000002F2McIAK,NULL
IN PREVIOUS,CSG,EXCLD,100 OR LESS,1,534826,SEATTLE,NULL,8498380220571309,98532,SMB:1  MID:0  NAT:0  UNKN:0,IMPERIAL HOME SALES,NULL,"SALES INC,IMPERIAL HOMES",0.00,0.00,0.00,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,4,17,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001kpUd9QAE,NULL,00512000005kXTwAAM,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,158830,MOUNTAIN WEST,NULL,8495440050460644,84115,SMB:1  MID:0  NAT:0  UNKN:0,CHURCH OF GOD SLC,NULL,"SLC,CHURCH OF GOD",193.34,90.67,193.34,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,193.340,0.000000,0.00,193.34,0.00,39.95,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,1,104,0,0,0,0,0,0,0,0,0,0,NULL,0011200001M3joRAAR,NULL,00512000005kAQBAA2,NULL
IN PREVIOUS,CSG,CENTER,200 TO 250,1,75089,MOUNTAIN WEST,NULL,8497606003640593,80525,SMB:1  MID:0  NAT:0  UNKN:0,TECHNICAL FRAMEWORK,NULL,"FRAMEWORK,TECHNICAL",241.92,241.92,168.35,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,168.350,0.000000,0.00,168.35,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,69,0,0,0,0,0,0,0,0,0,0,NULL,001A000001AjAnAIAV,NULL,005A0000004MjQbIAK,NULL
IN PREVIOUS,CSG,CENTER,400 TO 500,1,503331,MOUNTAIN WEST,NULL,8497202461746575,80231,SMB:1  MID:0  NAT:0  UNKN:0,MOHAMMED INSURANCE AGENCY LLC,NULL,"AGENCY,MOHAMMED INSURANCE",464.25,464.25,29.95,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,29.950,0.000000,0.00,29.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,16,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001mnQsGQAU,NULL,00512000007w4Z5AAI,NULL
